ConstituentID,ConstituentTypeID,Active,AlphaSort,LastName,FirstName,NameTitle,Institution,LastSoundEx,FirstSoundEx,InstitutionSoundEx,DisplayName,BeginDate,EndDate,DisplayDate,Biography,Code,Nationality,School,LoginID,EnteredDate,SysTimeStamp,PublicAccessOld,Remarks,Position,MiddleName,Suffix,CultureGroup,N_DisplayName,N_DisplayDate,salutation,Approved,PublicAccess,IsPrivate,DefaultNameID,SystemFlag,InternalStatus,DefaultDisplayBioID,BeginDateISO,EndDateISO
83,1,0,"Swieten, J. van, Luitenant-generaal",Swieten,J.,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal J. van Swieten,1807,1888,1807 - 1888,"Luitenant-generaal, oud-commandant van het Nederlands Indisch leger
Militaire Willemsorde 1e klasse
In oktober 1863 was hij reeds gepensioneerd.
(zie dossier schenking Van Swieten met kopieën van de Genealogie De Van Riemsdijks en de Van Swietens, een uitgebreide familie uit Tong-Tong jrg. 1972)",NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-05 14:10:45.010,0x000000000088C660,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,11415,0,0,14,"1807      ","1888      "
85,1,0,"Dipanegara, Pangeran",NULL,Dipanegara,Pangeran,NULL,NULL,NULL,NULL,Pangeran Dipanegara,1785,1855,1785 - 1855,"Hoofdopstandeling in de Java-oorlog 1825-1830
Op 8 maart 1830 te Magelang gevangen genomen door Generaal H.M. Baron de Kock",NULL,I,NULL,SantenC/KTOMB_W016,1998-08-05 15:32:23.593,0x000000000143FFAB,0,Java-oorlog,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,3424,0,0,4130,1785-11-11,1855-01-08
118,1,0,"Heyl J.H. RMWO-4, 2EV Luitenant-kolonel",Heyl,J.H.,Luitenant-kolonel,NULL,NULL,NULL,NULL,"Luitenant-kolonel J.H. Heyl RMWO-4, 2EV",0,1895,NULL,"Luitenant-kolonel; Overleden in 1895; Ridder Militaire Willems Orde, 4e klas. Tweemaal Eervol Vermeld voor acties in Atjeh van 1874 tot 1879.",NULL,NULL,NULL,sa/KTOMB_W12,1998-08-06 15:37:35.240,0x000000000088BC56,0,NULL,NULL,NULL,"RMWO-4, 2EV",NULL,NULL,NULL,NULL,0,0,0,5324,0,0,-1,NULL,"1895      "
127,1,0,Merlen J.B. baron van Generaal-majoor,Merlen,J.B.,Generaal-majoor,NULL,NULL,NULL,NULL,Generaal-majoor J.B. baron van Merlen,0,1815,gestorven 1815,Generaal-majoor; Gesneuveld bij Waterloo op 18 juni 1815.,NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-10 09:09:43.067,0x000000000088C666,0,NULL,NULL,baron van,NULL,NULL,NULL,NULL,NULL,0,0,0,8102,0,0,20,NULL,"1815      "
135,1,0,Smits Johannes Cornelis Jacobus Generaal-majoor titulair KNIL,Smits,Johannes Cornelis Jacobus,Generaal-majoor titulair KNIL,Bronbeek,NULL,NULL,NULL,Generaal-majoor titulair KNIL Johannes Cornelis Jacobus Smits,1812,1887,1812 - 1887,"Zoon van Martinus Smits en Johanna Jacoba Alida de Mol.
Generaal-majoor titulair bd KNIL; eerste Commandant van Bronbeek 1862-1887; Echtgenoot van mw Smits-Schenck en mw Smits-Heineken.
Johannes Cornelis Jacobus.
Generaal-majoor, Adjudant des Konings in Buitengewone Dienst, Ridder 3e klas Militaire Willemsorde. Ridder Nederlandse Leeuw, Eresabel, Eervolle vermelding, Ereteken voor Belangrijke Krijgsverrichtingen, Metalen Kruis, Ereteken voor langdurige dienst als Officier, Grootkruis Eikenkroon, Kommandeur van de Roos van brazilië, Ridder van Ijzeren kroon 3e klas van Oostenrijk.
Kommandant Bronbeek: 3 Junij 1862.",NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-10 11:16:23.783,0x00000000013D316A,0,NULL,Kommandant,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10856,0,0,24,1812-05-11,1887-10-21
154,1,0,"Bosch, J. van den",Bosch,J.,Gouverneur-generaal Graaf,NULL,NULL,NULL,NULL,Gouverneur-generaal Graaf J. van den Bosch,1780,1844,1780 - 1844,"Commandant KNIL 1830-1831
Gouverneur-generaal van Nederlands-Indië van 1830-1833
Minister van Koloniën van 1834-1840
MWO, Grootkruis Nederlandse Leeuw.

J. van den Bosch is in 1835 in de adelstand verheven (Baron); bij zijn aftreden als Minister van Koloniën in 1840 is hij door Koning Willem I  verheven tot Graaf.
geboren Herwijnen, 2 Februari 1780, overleden te ´s-Gravenhage, 28 Januari (Februari?) 1844. Vader van Jonkheer Mr. R.L. van den Bosch.",NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-10 15:44:24.317,0x000000000088C66D,0,NULL,NULL,van den,NULL,NULL,NULL,NULL,NULL,0,0,0,2227,0,0,27,"1780      ","1844      "
161,1,0,Mijer Pieter Gouverneur-generaal Mr.,Mijer,Pieter,Gouverneur-generaal Mr.,NULL,NULL,NULL,NULL,Gouverneur-generaal Mr. Pieter Mijer,1812,1881,1812 - 1881,"Minister van Koloniën van 1856-1858 en in 1866; Gouverneur-generaal van Nederlands-Indië van 1866-1872
Biogarfisch Woordenboek p.520/521:
Mijer (Mr. Pieter), geb. te Batavia 3 Juni 1812, kwam reeds in 1820 naar Nederland ter verkrijging van het voorloopig onderwijs, dat zelfs in zijn geboorteplaats destijds niet te krijgen was en hem te Vollenhoven bekwaamde voor de studiën, die hij in 1828 te Leiden begon. Den 11 Oct. 1832 prom. hij, legde zes dagen later in Den Haag zijn' eed als adv. af en was 15 Aug. 1833 te Batavia terug. Na eenigen tijd aldaar gepraktizeerd te hebben, trad hij in Febr. 1835 in 's lands dienst, bekleedde de hoogste ambten en keerde in den zomer van 1855 met verlof, was van 1 Jan. 1856 tot 18 Maart '58 minister van koloniën, van Juni 1860 tot Mei '66 lid der Tweede Kamer, daarop enkele maanden andermaal min. van koloniën en werd toen gouv.-gen. van Ned.-Indië, woonde na zijne terugkomst eerst te Utrecht, daarna te 's-Grav., waar hij overl. 6 Febr. 1881.
Als schrijver onderscheidde hij zich door de vlg. werken: Gesch. der Ned. O.-I. bezittingen onder de Fransche heerschappij, Batavia 1839; Kronyk van Nederl.-Indië (1816 -'26), 2 dln., ald. 1841, '42; Gedenkboek der feestelijke vereeniging van Oudstud., aan de Vad. hoogescholen, gehouden tot Batavia, ald. 1844; Jean Chrétien Baud geschetst, Utr. 1878; in de Hand. van Lett. het Levensbericht van J.C. Baud, 1860.
(Hand. Mij. Ned. Lett., 1884.)

Wikipedia: 
Pieter Mijer (Batavia, 3 juni 1812 - Scheveningen, 6 februari 1881) was een Nederlands staatsman.
Hij werd geboren te Batavia, en kwam in 1820 naar Nederland ter verkrijging van het voortgezet onderwijs, dat in zijn geboorteplaats destijds niet gegeven werd. Dit bracht hem naar Instituut 't Hoen te Vollenhoven.
Hij studeerde rechten te Leiden en promoveerde op 11 oktober 1832. Zes dagen later legde hij in Den Haag de eed alsadvocaat af en werkte enige tijd in Den Haag. Vervolgens ging hij terug naar Batavia, na enige tijd aldaar als advocaat gewerkt te hebben, trad hij in februari 1835 in overheidsdienst, waar hij diverse functies vervulde. Hij keerde in de zomer van 1855 met verlof terug.
Inhoud
  [verbergen] 
""	1 Politieke loopbaan
""	2 Functies
""	3 Familie en gezin
""	4 Publicaties
""	5 Onderscheidingen
[bewerken]Politieke loopbaan
Hij was minister van Koloniën van 1 januari 1856 tot 1 juli 1856 in het Kabinet-Van der Brugghen en van 1 juli 1856 tot 18 maart 1858 in het kabinet-Van Hall-Donker Curtius. Van juni 1860 tot mei 1866 was hij lid van de conservatieve oppositie in de Tweede Kamer.
In 1866 werd hij andermaal minister van Koloniën in het conservatieve Kabinet-Van Zuylen van Nijevelt. Hij werd na enkele maanden benoemd tot gouverneur-generaal van Nederlands-Indië. Liet zich benoemen, zoals de meerderheid in de Tweede Kamer het zag. De benoeming van een gouverneur-generaal immers geschiedde door de koning op voordracht van de minister van Koloniën, en dat was Piet Mijer. De Kamer was het hier niet mee eens, en de motie hierover van het lidKeuchenius luidde een periode van conflicten tussen Kamer en Regering in.
De regering stelde zich echter op het standpunt dat een koninklijke benoeming het parlement niet aanging. Het was een geschil over de uitleg van de nog jonge grondwet van Thorbecke. Dit conflict is bekend geworden als de ""kwestie-Mijer"" en heeft uiteindelijk mede bijgedragen aan het ontstaan van de vertrouwensregel in het Nederlandse parlementaire stelsel.
Na zijn terugkomst woonde Mijer eerst te Utrecht, daarna te Scheveningen, waar hij overleed op 6 februari 1881.
[bewerken]Functies
""	advocaat te Den Haag, van 1832 tot 1833
""	advocaat te Batavia, van 1833 tot 1835
""	referendaris ter Algemeene Secretarie van Nederlands-Indië, van 1835 tot 1837
""	griffier van het Hoog-Gerechtshof en Hoog-Militair Gerechtshof van Nederlands-Indië, van 1837 tot 1838
""	waarnemend raadsheer Hoog-Gerechtshof van Nederlands-Indië, in 1838
""	raadsheer Hoog-Gerechtshof van Nederlands-Indië, van 1838 tot 1839
""	waarnemend raadsheer Hoog-Militair Gerechtshof van Nederlands-Indië, van 1839 tot 1845
""	waarnemend procureur-generaal bij het Hoog-Gerechtshof van Nederlands-Indië, van 1845 tot 1846
""	waarnemend advocaat-fiscaal voor zee- en landmacht in Nederlands-Indië, van 1845 tot 1846
""	vicepresident Hoog-Gerechtshof en Hoog-Militair Gerechtshof van Ned.-Indië, van 1846 1849
""	procureur-generaal Hoog-Gerechtshof van Nederlands-Indië, van 1849 tot 1851
""	advocaat-fiscaal voor zee- en landmacht, van 1849 tot 1851
""	lid Raad van Nederlandsch-Indië, van 1851 tot 1856
""	minister van Koloniën, van 1 januari 1856 tot 18 maart 1858 Kabinet-Van Hall-Donker Curtius
""	gepensioneerd
""	lid Tweede Kamer der Staten-Generaal voor het kiesdistrict Zwolle, van 1860 tot 1866
""	tweede maal minister van Koloniën, van 30 mei 1866 tot 17 september 1866 Kabinet-Van Zuylen van Nijevelt
""	tijdelijk voorzitter van de Ministerraad, van mei 1866 tot september 1866
""	Gouverneur-Generaal van Nederlands-Indië, 1866 tot 1872 (benoemd bij K.B. van 17 sep. 1866)
[bewerken]Familie en gezin
""	Vader = Pieter Mijer,
""	Moeder = Ernestina Geertruida Meyer
""	Samenlevingsvorm = gehuwd te Batavia, 4 september 1837
""	Naam echtgenote = Jeannette Antoinette Pietermaat
""	Kinderen = 6 zoons en 4 dochters
[bewerken]Publicaties
""	Gesch. der Ned. O.-I. bezittingen onder de Fransche heerschappij, Batavia 1839;
""	Kronyk van Nederl.-Indië (1816 -'26), 2 dln., ald. 1841, '42;
""	Gedenkboek der feestelijke vereeniging van Oudstud., aan de Vad. hoogescholen, gehouden tot Batavia, ald. 1844;
""	Dissertatio historico-politica de commercio et internae administrationis forma possessionum Batavarum in India Orientali, dissertatie
""	Jean Chrétien Baud geschetst, Utr. 1878; in de Hand. van Lett. het Levensbericht van J.C. Baud, 1860.
[bewerken]Onderscheidingen
""	Ridder in de Orde van de Nederlandse Leeuw
""	Commandeur in de Orde van de Nederlandse Leeuw
""	Grootkruis Orde van de Eikenkroon",NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-10 16:29:59.580,0x000000000088C66E,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,8184,0,0,28,"1812      ","1881      "
162,1,0,Rochussen Jan Jacob,Rochussen,Jan Jacob,Gouverneur-generaal,NULL,NULL,NULL,NULL,Gouverneur-generaal Jan Jacob Rochussen,1797,1871,1797 - 1871,"Gouverneur-generaal van Nederlands-Indië van 1845-1851; Minister van Koloniën van 1858-1861
Staats-courant 1859/09/29: ""Ridder Grootkruis der Orde van den Nederlandschen leeuw en Eikenkroon, Groot-Officier der Orde van het Legioen van Eer van Frankrijk, Ridder Groot-Kruis der Orde van den Rooden Adelaar van Pruissen, van de Leopolds-Orde van Belgie en van het Zuider-Kruis van Brazilië, Minister van Staat, Minister van Koloniën.""",NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-10 16:35:52.197,0x000000000088C66F,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,9938,0,0,29,"1797      ","1871      "
189,1,0,Dedem Willem Karel baron van Mr.,Dedem,Willem Karel,Mr.,NULL,NULL,NULL,NULL,Mr. W.K. baron van Dedem,1839,1895,1839 - 1895,Minister van Koloniën van 1891-1894,NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-12 08:44:04.847,0x000000000088C672,0,NULL,Minister van Koloniën,baron van,NULL,NULL,NULL,NULL,NULL,0,0,0,3182,0,0,32,"1839      ","1895      "
206,1,0,Sorg C.J. Luitenant-kolonel,Sorg,C.J.,Luitenant-kolonel,NULL,NULL,NULL,NULL,Luitenant-kolonel C.J. Sorg,0,1850,NULL,"Luitenant-kolonel; Sneuvelde op 11 september 1850 te Pamangkat, Westkust van Borneo.
Ridder Militaire Willemsorde 3e klas met tweemaal eervolle vermelding.",NULL,NULL,NULL,SantenC/KTOMB_W016,1998-08-12 11:40:20.133,0x000000000088BC65,0,F.J. Sorg?,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,10950,0,0,-1,NULL,"1850      "
222,1,0,Diemont August Jan Emanuel RMWO-4 Generaal-majoor KNIL,Diemont,August Jan Emanuel,Generaal-majoor KNIL,NULL,NULL,NULL,NULL,Generaal-majoor KNIL August Jan Emanuel Diemont RMWO-4,1822,1883,1822 - 1883,"Kolonel; Gepensioneerd als Generaal-majoor. Behoort tot het Nederlands Patriciaat.
Er is enige onduidelijkheid of dhr. Diemont de rang van  kolonel of de rang van Generaal-majoor had, zowel in Smits als in Thieme.
Volgde generaal Wiggers van Kerchem op als militair en civiel bevelhebber te Atjeh, 6 november 1876.
Ridder Militaire Willemsorde
Ridder Nederlandse Leeuw
1 januari 1878 uit dienst.
Gehuwd te Padang 18 november 1858 met Charlotta Everharda Thieme (Zutphen 4 februari 1831, Velp 21 juli 1881)
Kinderen:
Charlotta Maria Diemont, Loebatou 30 juli 1863
 Augusta Johanna Emanuela Diemont, Soerabaia 23 februari 1866
Jan Jacob Diemont, Soerakarta 28 januari 1868, 1e luitenant KNIL, overleden Den Haag 12 februari 1913",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-24 16:11:25.540,0x000000000138EB8E,0,NULL,NULL,NULL,RMWO-4,NULL,NULL,NULL,NULL,0,0,0,3330,0,0,3997,1822-06-15,1883-09-21
249,1,0,Imhoff Gustaaf Willem van Gouverneur-generaal Baron,Imhoff,Gustaaf Willem,Gouverneur-generaal Baron,NULL,NULL,NULL,NULL,Gouverneur-generaal Baron Gustaaf Willem van Imhoff,1705,1750,1705 - 1750,Gouverneur-generaal van Nederlands-Indië van 1743-1750,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-26 14:00:15.557,0x000000000088C677,0,NULL,NULL,van,NULL,NULL,NULL,NULL,NULL,0,0,0,5785,0,0,37,"1705      ","1750      "
261,1,0,Raffles Thomas Stamford Gouverneur-generaal Sir,Raffles,Thomas Stamford,Gouverneur-generaal Sir,NULL,NULL,NULL,NULL,Gouverneur-generaal Sir Thomas Stamford Raffles,1781,1826,1781 - 1826,Gouverneur-generaal van Nederlands-Indië van 1811-1816 (was Luitenant Gouverneur-generaal),NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-26 14:12:46.197,0x000000000088C678,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,9642,0,0,38,"1781      ","1826      "
263,1,0,Bus de Ghisignies Lèonard Pierre Joseph,Bus de Ghisignies,Lèonard Pierre Joseph,Gouverneur-generaal Burggraaf,NULL,NULL,NULL,NULL,Gouverneur-generaal Burggraaf Lèonard Pierre Joseph du Bus de Ghisignies,1780,1849,1780 - 1849,"Gouverneur-generaal van Nederlands-Indië van 1826-1830 (Was Commissaris-generaal des Konings)
Minister van Staat",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-26 14:19:14.163,0x000000000088C679,0,NULL,NULL,du,NULL,NULL,NULL,NULL,NULL,0,0,0,2690,0,0,39,"1780      ","1849      "
267,1,0,"Duymaer van Twist, A.J., Gouverneur-generaal Mr.",Duymaer van Twist,Albertus Jacob,Gouverneur-generaal Mr.,NULL,NULL,NULL,NULL,Gouverneur-generaal Mr. Albertus Jacob Duymaer van Twist,1809,1887,1809 - 1887,"Gouverneur-generaal van Nederlands-Indië van 1851-1856
Minister van Staat (in 1872)",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-26 14:39:31.273,0x000000000088C67A,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,3700,0,0,40,"1809      ","1887      "
268,1,0,Sloet van de Beele Ludolph Anne Jan Wilt baron Mr.,Sloet van de Beele,Ludolph Anne Jan Wilt,Mr.,NULL,NULL,NULL,NULL,Mr. L.A.J.W. baron Sloet van de Beele,1806,1890,1806 - 1890,"Gouverneur-generaal van Nederlands-Indië van 1861-1866
Uit: Wikipedia:
Mr. Ludolph Anne Jan Wilt baron Sloet van de Beele (Voorst, 28 maart 1806 – Arnhem, 10 december 1890) was een Nederlands historicus, koloniaal bewindsman en Thorbeckiaans Tweede Kamerlid.

Leven
Hij studeerde te Utrecht Rechten en promoveerde aldaar in 1830. In 1831 maakte hij met zijn broer Bartholomeus Willem Anne Elise Sloet tot Oldhuis de Tiendaagse Veldtocht mee. Hij was achtereenvolgens advocaat en procureur te Zutphen, griffier van de Staten van Gelderland, president van de raad van toezicht op de Staatsspoorwegen, van 1861 tot 1866 gouverneur-generaal van Nederlands-Indië, waar hij de liberale hervormingen van Fransen van de Putte uitvoerde, en daarna lid van de Tweede Kamer. Na enig verblijf te Leiden woonde hij in de laatste jaren te Arnhem, waar hij zijn geleerde nasporingen en werkzaamheden afwisselde met de bevrediging van zijn zin voor het natuurleven. Hij overleed daar op 10 december 1890.

Werk
Het jachtbedrijf onzer voorouders (Arnhem 1849); Bijdrage tot de kennis van Gelderland (Amsterdam 1852-1855); Beschrijving van den watervloed in Gelderland in 1885 met kaart, (met de hoofd-ingenieur Fijnje) (Amsterdam 1856); Mijn verblijf te Kissingen, met platen (Amsterdam 1857); een Latijns werk van Wilhelmus de Berchen over de oude Gelderse adel ('s-Grav. 1870).

Zijn hoofdwerk is het voortreffelijke: Oorkondenboek der graafschappen Gelre en Zutfen tot den slag van Woeringen ('s-Hage 1872-1875); De heilige Ontkommer of Wilgefortis ('s-Hage 1883); De dieren in het Germaansche volksgeloof en volksgebruik, aldaar 1887-1888); De Planten in het Germ. volksgeloof en volksgebruik, aldaar 188.

In de Vaderlandsche Letteroefeningen schreef hij: Over de kenteekenen der echtheid van oorkonden (1837), in de Nederlandsche Jaarboeken voor rechtsgeleerdheid en wetgeving: Het Kondichboek der stad Zutfen (VII), Rechten en gewoonten der Hortmermark (IX)); in de Nieuwe bijdragen voor Rechtsgeleerdheid: Het Keurboek der stad Doetinchem; in de Bijdragen voor Vaderlandsche Geschiedenis en Oudheidkunde: Stukken betrekkelijk de onderhandelingen in het jaar 1675 te Lübeck gevoerd door de Gelderse Hanzesteden en Deventer met de Duitse Hanzesteden, (I); Zutfen voor het Veemgericht (II)); Berigt aangaande eene belangrijke oorkonde van het jaar 1190 (III)); Bijdrage tot de geschiedenis der Heidenen in Gelderland (V)); Aanteekeningen op Bondam Charboek (V)); Overzicht van den landbouw in Duitschland tot het midden der IXe eeuw (VIII)); Over het zinnebeeldige van de Oud-Geldersche water- en dijkrechten (IX)); in de Nieuwe Reeks der Bijdragen: Marken op de Veluwe (I)); De rechten van Loel, Milster- en Waverloholt (V)); Mededeeling uit de archieven van Van Spaen (VI)); Over den giftbrief betreffende Broek, thans Biljoen, van 1076 (VI)); Episoden uit de geschiedenis van Doetinchem tusschen de jaren 1585 en 1599 (VII)); Eene wonderdoende pijp van den rechterarm der H. Moeder Anna te Hattem (VIII) Des hertogs huis te Hattem (VIII). In het Tijdschrift voor Staathuishoudkunde en Statistiek: De Rijnvaart (X)); over Agaten (XX).

In de Mededeelingen en Verslagen der Koninklijke Nederlandse Academie van Wetenschappen: Over een band met middeneeuwsche hss., te Arnhem gevonden (III); Mededeeling omtrent een hs. te Nijmegen over den Ridder met de Zwaan (XII)); De dijkgraaf van Hattem wegens eene dijkgave van het jaar 1414 gedaan met geestelijk recht vervolgd te Oldenzaal, Keulen, Constanz en Rome (2e reeks III). In de Verhandelingen dier Academie: Eene actio spolii volgens het kanonieke recht in het jaar 1229 (1872)); Eene inleiding in erfgrond volgens het burgerlijke recht in 1242 (1872)); Het adellijk stift te Bedburg en zijne juffers (1879)); In de Handelingen van de Maatschappij der Nederlandsche Letterkunde te Leiden: Hoe Van Spaen gekomen is aan verscheidene oorkonden van Duitschen oorsprong (1868). In Konst- en Letterbode: Nederl plantennamen (1861). In De Taal-en Letterbode: Eenige oude Veluwsche woorden, die taalkundige opheldering schijnen te verdienen (2de jaargang). In de eerste jaargangen van den Gelderschen Volksalmanak staan twee stukken getiteld: Ridder Waessink, en Over Oudheden op de Veluwe. In De Gids: De roos, de koningin der Bloemen. Onder de titel Van Als werden verspreide opstellen als hs. verzameld en overgedrukt, Arnhem 1871.

Tweede Kamer
Periode 
13-02-1849 t/m 19-08-1850 
07-10-1850 t/m 25-04-1853
14-06-1853 t/m 16-09-1856
17-09-1856 t/m 14-09-1860
 
",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-26 14:40:52.380,0x000000000088C67B,0,NULL,NULL,baron,NULL,NULL,NULL,NULL,NULL,0,0,0,10771,0,0,41,"1806      ","1890      "
282,1,0,"Bruce, N.J.",Bruce,N.J.,NULL,NULL,NULL,NULL,NULL,N.J. Bruce,1803,1851,1803 - 1851,"Benoemd tot Gouverneur Generaal, doch voor zijn installatie overleden.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-26 16:04:57.407,0x000000000088C680,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,2528,0,0,46,"1803      ","1851      "
287,1,0,Wichers Jan Gerard,Wichers,Jan Gerard,Gouverneur-generaal Mr.,NULL,NULL,NULL,NULL,Gouverneur-generaal Mr. Jan Gerard Wichers,1745,1808,1745 - 1808,Gouverneur-generaal van Suriname,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-27 09:43:52.453,0x000000000088C681,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,0,12890,0,0,47,"1745      ","1808      "
289,1,0,Feuilleteau de Bruijn W.K.H.,Feuilleteau de Bruijn,W.K.H.,Majoor der Artillerie KNIL,NULL,NULL,NULL,NULL,Majoor der Artillerie KNIL W.K.H. Feuilleteau de Bruijn MWO 4,1815,1857,1815 - 1857,"Majoor der Artillerie KNIL, MWO 4, Metalen kruis.
Bij Konklijk Besluit van 6 december 1846, N0.4. Als Kapitein der Artillerie, tot belooning dergenen, die zich loffelijk hebben onderscheiden, bij gelegenheid van de expeditie tegen de Vorsten van Beliling en Karang Assem op het Eiland Balie op den 28sten en 29sten Junij 1846.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-27 09:55:47.653,0x000000000088C682,0,NULL,NULL,NULL,MWO 4,NULL,NULL,NULL,NULL,0,0,0,4045,0,0,48,"1815      ","1857      "
302,1,0,Kate Herman ten,Kate,Herman,Dhr.,NULL,NULL,NULL,NULL,Herman Frederik Karel ten Kate,1822,1891,NULL,Kunstschilder,NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-27 13:59:31.630,0x000000000088BC74,0,NULL,NULL,ten,NULL,NULL,NULL,NULL,NULL,0,0,0,6297,0,0,-1,"1822      ","1891      "
306,1,0,Kock H.M. Baron de Luitenant-generaal,Kock,H.M.,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal H.M. Baron de Kock,1779,1845,1779 - 1845,"Luitenant-generaal
Commandant KNIL 1828-1830
Heeft op 8 maart 1830 Dipo Negoro te Magelang gevangen genomen.",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-27 14:40:06.503,0x000000000088C683,0,NULL,NULL,Baron de,NULL,NULL,NULL,NULL,NULL,0,0,0,6638,0,0,49,"1779      ","1845      "
307,1,0,Kroesen Willem Egbert RMWO-3 Luitenant-generaal,Kroesen,Willem Egbert,Luitenant-generaal,NULL,NULL,NULL,NULL,Luitenant-generaal Willem Egbert Kroesen RMWO-3,1817,1873,1817 - 1873,"Luitenant-generaal, Commandant van het Nederlands Oost-Indisch leger 1869-1873
Werd als Kapitein benoemd tot Ridder 4e klas in de Militaire Willemsorde op 1850/11/01 voor acties in 1847 naar de Batta-eilanden en op Nias. Werd op 1854/10/21 als Majoor bevorderd tot Ridder 3e klas in de militaire Willemsorde voor expeditiën ter Borneo's Westkust in 1853 en 1854. Ontving als Luitenant-kolonel op 1862/06/15 een teveredenheidsbetuiging voor het herstellen der rust in Manipa en Toeroengan op Celebes en als Kolonel op 1863/12/11 eveneens voor zijn expeditie tegen de Torathea (Toradja?)-landen op Celebes.
Vader: Frans Kroesen; Moeder: Cornelia Valk",NULL,NULL,NULL,SantenC/KTOMB_W075,1998-08-27 14:40:46.150,0x0000000001178CDD,0,"Luitenant-generaal, RMWO 3e klas",NULL,NULL,RMWO-3,NULL,NULL,NULL,NULL,0,0,0,6974,0,0,3668,1817-02-07,1873-06-22
