ObjectID,ObjectNumber,SortNumber,ObjectCount,DepartmentID,ObjectStatusID,ClassificationID,SubClassID,Type,LoanClassID,DateBegin,DateEnd,ObjectName,Dated,Title,Medium,Dimensions,Signed,Inscribed,Markings,CreditLine,Chat,DimensionRemarks,Description,Exhibitions,Provenance,PubReferences,Notes,CuratorialRemarks,RelatedWorks,Portfolio,ObjectHeightCMOLD,ObjectWidthCMOLD,ObjectDepthCMOLD,ObjectDiameterCMOLD,ObjectWeightKGOLD,PublicAccess,CuratorApproved,OnView,TextSearchID,EnteredDate,SysTimeStamp,Accountability,PaperFileRef,ObjectLevelID,ObjectTypeID,ObjectScreenID,ObjectNameID,ObjectNameAltID,State,CatRais,HistAttributions,Bibliography,Negative,LoanClass,Edition,Cataloguer,CatalogueDateOld,Curator,CuratorRevDateOld,ObjectDiamCMOLD,PaperSupport,IsVirtual,CatalogueISODate,CuratorRevISODate,IsTemplate,ObjectNumber2,SortNumber2,DateRemarks,DateEffectiveISODate,PhysicalParentID,InJurisdiction,SearchObjectNumber
39,1880/02-1,"  1880     2    1                                                               ",1,0,1,20,0,0,0,0,0,litho,NULL,HET BEZOEK VAN Z.M. KONING WILLEM III BIJ DE VADER VAN DE GESNEUVELDE GENERAAL-MAJOOR KÖHLER,NULL,Algemeen: 17 11/16 x 19 11/16in. (ca 45 x 50cm),NULL,NULL,NULL,NULL,NULL,NULL,"Schilderij in zwarte lijst [vgls. omschrijving Thieme]

Door Atelier Kop uitgelijste litho met in het midden afgebeeld koning Willem III, rechts twee adjudanten en links vader Köhler met vermoedelijk zijn echtgenote en drie zoons.",NULL,NULL,NULL,"Thieme
Portierskamer.
Benaming:  Een schilderij in zwarte lijst.
Herkomst en beschrijving: Voorstellende het bezoek van Z.M. Koning Willem III bij den vader van den gesneuvelden Generaal-majoor Köhler.
Door wien geschonken: In Februari 1880, door den gegagn. Adjt-onderofficier J.J.H. Robat te Rotterdam.
Aanmerkingen: O.Officierskamer No. 2.
[latere aanvulling: Benedengang achter]
",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-07-30 16:46:49.257,0x0000000001086F07,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1880/02-1
40,1960/03/04-1,"  1960     3    4    1                                                          ",1,0,1,0,0,0,0,1926,1926,medaille,1926,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,inventaris 1959,NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-07-30 17:06:37.847,0x0000000000879E47,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1960/03/04-1
41,1960/03/08-1,"  1960     3    8    1                                                          ",1,0,1,7,0,0,0,0,0,beeld,NULL,BALINEES WAYANGBEELD,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Houten Balinees wayangbeeld,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-07-30 17:09:44.553,0x0000000000879E48,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1960/03/08-1
42,1960/04/03-1-1,"  1960     4    3    1   1                                                      ",1,0,1,34,0,0,0,0,0,mouwembleem,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Embleem Oorlogsvrijwilligers Bataljon 2-10-RI. Tijgerkopembleem.,inventariskaart: zaal 5 vitrine 30,NULL,NULL,"Zie Agenda nr. 119/'60
inventaris 1959
inventariskaart: 1968/12/30 van der Weide
Schenking van 2 nummers",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-07-30 17:26:00.930,0x0000000000879E49,1,agenda 119/60,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1960/04/03-1-1
43,1875/07-1-3,"  1875     7    1    3                                                          ",1,0,1,37,0,0,0,0,0,kanon,NULL,NULL,Koper,Algemeen: 53 1/8in. (135cm),NULL,NULL,NULL,NULL,NULL,NULL,"Koperen stuk geschut staande op een stenen voet.
Met de loop naar beneden op een stenen voetstuk geplaatst.","Thieme: Voorportaal.
Catalogus 1959: in voorportaal
Smits: Begane grond; Zijgang Westkop, nabij ingang.",NULL,"Smits: Plaat III .
tekening Van Looy, 3 detail (in kleur)","Thieme: Een koperen stuk geschut staande op een stenen voet; Atjeh.

Smits (p. 237): Twintig vuurmonden van verschillende kalibers veroverd in Atjeh. (Plaat XVI-XXI. Bladz. 53-56.)

Catalogus 1959: Koperen kanon afkomstig van Atjeh.",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 10:27:28.640,0x0000000000879E4A,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1875/07-1-3
44,1875/07-1-1,"  1875     7    1    1                                                          ",2,0,1,37,0,0,0,0,0,lila,NULL,NULL,Koper,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Draaibas, verwerkt in het hek dat toegang biedt tot het landgoed Bronbeek. Zundgatdeksel nog aanwezig; kogel ligt er bovenop.",Thieme: Buitengang.,NULL,NULL,"Thieme: Twee koperen lillas, dienende als ornament der gaslantaarns aan den buiten-ingang van Bronbeek; Atjeh.
Catalogus 1959: Twee koperen lila's, verwerkt in het hoofdhek.
Smits (p. 237): Twintig vuurmonden van verschillende kalibers veroverd in Atjeh. (Plaat XVI-XXI. Bladz. 53-56.)",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 10:37:40.973,0x000000000149B34F,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,niet uitleenbaar,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1875/07-1-1
45,1877/02-1-1b,"  1877     2    1    1b                                                         ",1,0,1,41,0,0,0,0,0,kanonskogel,NULL,KANONSKOGEL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Een van de 25 kanonskogel behorende bij het scheepskanon.,"Thieme: Vóór het Huis.
Catalogus 1959: buiten opgesteld.",NULL,NULL,"Thieme: Een scheepskanon met 25 daarbij behoorende kogels; De zoogenaamde Barbarijsche staten op de noordkust van Afrika, Algiers, Tunis, Trippoli en Marokko, bloeiden sedert eeuwen de zeeroof. Alle zeevarende christelijke volken behandelen zij als vijanden, hunne kapers maakten de Middellandsche zee onveilig, en strekten hunne tochten zelfs uit tot buiten de straat van Gibraltar. Wel kon men met hen tractaten sluiten, maar slechts op zeer vernederende voorwaarden; want zij eischten eene schatting van ieder schip, dat de Middellandsche zee bezocht, en de brieven die den schippers werden medegegeven, ten bewijze dat zij tribut betaald hadden, beveiligden niet altijd schip en lading tegen de kaapzuchtige kapers, terwijl de opvarenden, tot slavernij gedoemd, slechts tegen zwaar losgeld ontslagen werden. Gedurig had dit expeditiën tegen de roofstaten ten gevolge. Reeds onder Keizer Karel V namen Nederlanders aan diens expeditiën naar Tunis deel en stonden hunne schepen onder bevel van den Admiraal Frans de Ruiter. Een andere de beroemde Luitt. Admiraal Michiel Adriaansz. handhaafde ook aan het Barbarijsche strand den ouden roem der Nederlanders, maar iedere tuchtiging gaf slechts gedurenden eenigen tijd rust. Weldra roofden de kapers weder met verdubbelde woede.
Gedurende de heerschappij van Keizer Napoleon had hunne kaapvaart eene groote uitgebreidheid verkregen. De Europeesche volken hadden te veel in hun eigen werelddeel te doen, om paal en perk te stellen aan den schandelijken handel, die vooral door Algiers gedreven werd; maar toen Napoleon naar St Helena verbannen en de rust in Europa hersteld was, besloten de Engelsche en Nederlandsche regeeringen eene vloot naar de Middellandsche Zee te zenden, en, den overmoedigen Deij van Algiers te toonen dat de tijden voorbij waren, waarin hij ongestraft zijne geweldenarijen kon plegen.
Engeland leverde tot deze onderneming 12 schepen onder Lord Exmouth, die het opperbevel voerde. Nederland zond 6 oorlogsbodems onder bevel van den Vice Admiraal Van Cappellen, en den 27sten Augustus 1816 werd Algiers door deze vereenigde macht gebombardeerd. Aan dit bombardement nam dit scheepskanon deel. Half Algiers verbrandde en de geheele vloot der zeerovers werd vernield.
De Nederlanders hadden bij deze onderneming 11 dooden en 56 gewonden; 1083 christenslaven werden verlost.
Catalogus 1959: Scheepskanon met bijbehorende kogels (Algiers).",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 10:46:29.153,0x0000000000879E4C,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1877/02-1-1b
70,1998/00-3,"  1998     0    3                                                               ",1,0,1,14,0,0,0,1815,1815,sabel,c. 1815,NULL,metaal,Algemeen: 37 3/8in. (95cm),NULL,NULL,NULL,NULL,NULL,NULL,"Sabel met schede. Type Arabel.
L:95cm, kling: 80cm. 2 messingen draagringen. Kling gegraveerd. Schede messing met wapentrofeeen 'en relief' versierd. Messingen greep (hol) met 2 parelmoeren halve grepen. Rechte stootplaat, aan beide zijden uitlopend in een leeuwenkop.(=quilon?)
Parlemoeren halve grepen verdwenen (afgebroken)","Thieme:1e Wapenrek [later toegevoegd: Links]; Voorportaal.
Smits: Begane grond; Zijgang Westkop, wapenbord. N.B. Op het wapenbord op Plaat IV zijn slechts vijf sabels/degens afgebeeld, mogelijk in deze volgorde: Hertog Karel, JJ van Geen, M van Geen (niet in Thieme), Cochius en Van der Wijck.
Inventariskaart: muurvlak 33 vitrine 13",NULL,Smits: Plaat IV a ; p. 10-11.,"Thieme: Een sabel met scheede.; Van Zijne Hoogheid Luitt. Generaal Karel Bernard, Hertog van Saksen Weimar Eisenbach, held van Quatre Bras.; Aanmerkingen: Voorportaal

Catalogus 1959: Sabel en schede afkomstig van Luitenant-generaal Karel Bernhard van Saksen Weimar -Eisenach. Strijd 1813-1815.

inventariskaart: 1975/05/09 van der Weide.
""Sabel (type Arabel). Wijze van verwerving onbekend.""",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 14:10:13.650,0x000000000141314E,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,"Smits: Gedenkboek KMI.
P. 10; Plaat III & IV.",NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1998/00-3
71,1998/00-4,"  1998     0    4                                                               ",1,0,1,14,0,0,0,0,0,sabel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sabel met schede.
Sabel opperofficieren, zogenaamde Arabel.
L: 92cm, kling: 75,5cm. Kling gegraveerd met bloem- en militaire motieven. Stalen schede. Ivoren halve grepen. 
Ivoren halve grepen aan bovenzijde afgebroken. Gevestkettinkje ontbreekt.

Sabel van Luitenant-Generaal J.J. Baron van Geen

Joseph Jacobus Baron Van Geen, geboren in Gent 1 september 1773 en overleden te Rijswijk op 10 november 1846, nam in Franse dienst deel aan de veldtocht in Vlaanderen en Holland in 1792 . In 1795 ging hij over in dienst van de Bataafse Republiek.
Hij werd in 1815 bevorderd tot generaal-majoor en vertrok in 1820 naar Indië. In 1824 en 1825 was hij opperbevelhebber van de expeditie naar Celebes.
In 1825 werd hij belast met het bevel over het leger in Indië. Hij nam deel aan de strijd tegen Dipå Negårå en werd bevorderd tot luitenant-generaal. 
In 1828 naar Nederland vertrokken, was hij tijdens de Belgische Opstand van 1830-1831 commandant der troepen.
In 1841 werd hij gepensioneerd.
Hij was Commandeur Militaire Willemsorde.
","Thieme: 1e Wapenrek [later toegevoegd: Links]; Voorportaal.
Smits: Begane grond; Zijgang Westkop, wapenbord. N.B. Op het wapenbord op Plaat IV zijn slechts vijf sabels/degens afgebeeld, mogelijk in deze volgorde: Hertog Karel, JJ van Geen, M van Geen (niet in Thieme), Cochius en Van der Wijck.
Catalogus 1959: muurvlak 35
Inventariskaart (12-09-1975): muurvlak 35",NULL,Smits: Plaat IV a ; p. 11.,"Thieme: Een Sabel met scheede.;  Van den Luitt.-Generaal Baron van Geen adjudant in b.d. van Z.M. Koning Willem II.

Catalogus 1959: Sabel met schede, toebehoord hebbende aan Luitenant-generaal Baron van Geen.

Inventariskaart (12-09-1975): Sabel opperofficieren (z.g. Arabel); Luit. Generaal J. Baron van Geen, Adj. in b.d. van Z.M. Koning Willem II.; L: 92 cm, kling: 75,5 cm; kling gegraveerd met bloem- en militaire motieven. Stalen schede. Ivoren halve grepen.; Toestand: Ivoren halve grepen aan bovenzijde afgebroken. Gevestkettinkje ontbreekt.; Wijze van verwerving onbekend.",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 14:16:51.763,0x0000000000879E4E,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1998/00-4
72,1886/07/13-1,"  1886     7   13    1                                                          ",1,0,1,14,0,0,0,1830,1830,sabel,after 1830,SABEL MET SCHEDE VAN GENERAAL-MAJOOR G.C.R.R. JONKHEER VAN BRIENEN VAN RAMERUS,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Sabel met schede. Gedragen door Generaal-Majoor G.C.R.R. jonkheer van Brienen van Ramerus, sinds 1830.",Thieme: 2e Wapenrek (rechts); Voorportaal.,NULL,NULL,"Thieme: Een sabel met scheede; Van den Generaal-majoor Jhr. G.C.R.R. Van Brienen van Ramerus, Commandeur der militaire Willemsorde, Chef van de Schutterij en plaatselijke Commandant te Amsterdam, in 1830 en later gedragen.

Catalogus 1959: ""Citadel van Antwerpen en Tiendaagse Veldtogt (1830-1831). Sabel gedragen door Gen.Maj. Jhr. G.C.R.R. van Brienen van Ramerus.""


L&V Rotterdam:
""Shamshir zwaard. India. Gedragen door Generaal van Brienen. handvat = kapot. Oud nr. 1719.""",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 15:30:39.310,0x0000000001200B5C,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1886/07/13-1
73,1880/07-1-1,"  1880     7    1    1                                                          ",1,0,1,14,0,0,0,1849,1849,sabel,1849,"SABEL MET SCHEDE, GESCHONKEN NA DE 3E BALI-EXPEDITIE 1849",NULL,NULL,"B.Busch, Amsterdam","B.Busch, Amsterdam",NULL,NULL,NULL,NULL,"Sabel met schede.
Sabel (type Arabel)
Kromme sabel, l: 98cm, kling: 83cm.
Stalen kling met gegraveerde ornamenten, geen rugscherpte behalve c.a. 20cm van de punt af. Stalen schede met 2 draagringen en sleepplaat. Ivoren halve grepen, kop van greep messing, eindigend in leeuwenkop. rechte stootplaat (pareerstang) messing. Fabrikant: B.Busch, Amsterdam.(Op beide bovenzijdes van de kling)
Ketting van de greep naar pareerstang verdwenen.
Geschonken door de Gouverneur Generaal J.J. Rochussen naar aanleiding van de 3e Bali expeditie van 1849.","Thieme: 2e Wapenrek [later toegevoegd: rechts]; Voorportaal.
Smits: Begane grond; Zijgang Westkop, wapenbord. N.B. Op het wapenbord op Plaat IV zijn slechts vijf sabels/degens afgebeeld, mogelijk in deze volgorde: Hertog Karel, JJ van Geen, M van Geen (niet in Thieme), Cochius en Van der Wijck.
Inventariskaart (09-05-1975): muurvlak 33 vitrine 13.",Na de derde Bali-expeditie door Gouverneur-generaal J.J. Rochussen aan Generaal-majoor de Brauw geschonken.,Smits: Plaat IV a ; p. 14.,"Thieme: Een sabel met scheede.; Van den Generaal-majoor de Brauw, hem na de 3e Balische expeditie door den Gouverneur-generaal Rochussen geschonken.

Catalogus 1959: ""Expedities tegen Bali. Sabel met schede toebehoord hebbende aan Gen. Maj. de Brauw.""

Inventariskaart (09-05-1975): Sabel (type Arabel).; Generaal Majoor C.A. de Brauw, MWO3, hem geschonken na de 3e Bali-expeditie, 1849 door G.G. van N.-I., J.J. Rochussen.; Kromme sabel; L 98 cm, kling: 83 cm. Stalen kling met gegraveerde ornamenten, géén rugscherpte, behalve c.a. 20 cm van de punt af. Stalen schede met 2 draagringen en sleepplaat. Ivoren halve grepen, kop van greep messing, eindigende in leeuwenkop. Rechte stootplaat (pareerstang) messing. Fabrikant: B. Busch, Amsterdam (op beide bovenzijde v. kling).; Toestand: Ketting van greep naar stootplaat verdwenen.",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 15:43:02.177,0x0000000000879E50,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1880/07-1-1
74,1887/06-1-1,"  1887     6    1    1                                                          ",1,0,1,14,0,0,0,0,0,eresabel,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Eresabel met schede.,NULL,NULL,NULL,"Thieme
2e Wapenrek [later toegevoegd: rechts]
Benaming: Een eeresabel met scheede.
Herkomst en beschrijving: Van den Kapitein der Infie. van het Ind. leger B.J. Van Bosstraeten, Ridder der Militaire. Willemsorde 4e klasse.
Door wien geschonken: In Juni 1887, door mevrouw de Wed. B.J. van Bosstraeten, geb. Dommers te 's Hage.
Aanmerkingen: Voorportaal.

Catalogus 1959: Eresabel met schede, toebehoord hebbende aan de Kapitein der inf. KNIL B.J. van Bosstraeten.",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 15:59:34.463,0x00000000014D70FD,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1887/06-1-1
75,1878/06-1,"  1878     6    1                                                               ",1,0,1,14,0,0,0,0,0,degen,NULL,NULL,NULL,NULL,NULL,F.Goedemans-Waterloo 1815,NULL,NULL,NULL,NULL,Degen met schede. Gebruikt door Luitenant Goederman in de slag bij Waterloo.,Thieme: 2e Wapenrek [later toegevoegd: rechts],NULL,NULL,"Smits, 1881. p.241: ""De degen door den Luit. F. Goederman in den slag van Waterloo gedragen.""

Thieme
2e Wapenrek [later toegevoegd: rechts]
Benaming: Een degen met scheede.
Herkomst en beschrijving: Van den Luitenant Goederman, door dezen gedragen bij den slag van Waterloo.
Door wien geschonken: In Augustus 1878, door den heer J.F. Tjasink te Haarlem.
Aanmerkingen: Voorportaal.

Inventariskaart: 1975/04/07. Van der Weide.
""Officiersdegen infanterie KL & KNIL, 1814-1854, in schede. L.93cm. zie verder 2226A; op neerklapbare binnenzijde stootplaat: F.Goedemans-Waterloo 1815. Messingen sleepplaat verdwenen. Schenking van Rappard. (FOUT!)""

Land en Volkenkunde: ""Oud nummer: 2226O. Lengte 93cm. Officiersdegen Infant. KL & KNIL 1814-1854. Zie 2226A. Op neerklapbare stootplaat: F.Goedemans - Waterloo 1815.
Degen in schede. Messingen sleepplaat verdwenen.
(Schenking Van rappard)FOUT!",Foute toewijzing aan schenking Van Rappard.,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 16:19:15.443,0x0000000000879E52,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1878/06-1
76,1881/05-1-1,"  1881     5    1    1                                                          ",1,0,1,14,0,0,0,0,0,degen,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"Degen met schede.
Van den gepens. majoor der O.I. Kavallerie, oud-directeur van politie en Waterschout J.F.L. Basslé, hem door de stad Charleroi geschonken.",NULL,De degen met schede is door de stad Charleroi aan Majoor J.F.L. Basslé geschonken.,NULL,"Thieme
2e Wapenrek [later toegevoegd: rechts]
Benaming: Een degen met scheede.
Herkomst en beschrijving: Van den gepens. majoor der O.I. Kavallerie, oud-directeur van politie en Waterschout J.F.L. Basslé, hem door de stad Charleroi geschonken.
Door wien geschonken: In Mei 1881, door den O.-I. hoofdambtenaar J.A.G. Basslé, namens zijne moeder, weduwe van wijlen den oud-majoor J.F.L. Basslé te 's Hage.
Aanmerkingen: Voorportaal.

Smits, p.246: 
Mei 1881, Verschillende interessante voorwerpen, gedenkschriften betreffende zijn vader en decoratiën.""

Inventariskaart 8 juli 1970:
Beugel van gevest gedeeltelijk afgebroken. Rechter-halve greepplaatje verdwenen. Geen schede.

",NULL,NULL,NULL,0.0000,0.0000,0.0000,0.0000,0.0000,0,0,0,0,1998-08-03 16:30:27.630,0x0000000000879E53,1,NULL,0,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0.0000,NULL,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,1,1881/05-1-1
